city,timestamp,temperature,season
New York,2010-01-01,3.225690514033503,winter
New York,2010-01-02,-1.4917549032935327,winter
New York,2010-01-03,-5.728947291709597,winter
New York,2010-01-04,3.179504425441595,winter
New York,2010-01-05,1.9767650255787783,winter
New York,2010-01-06,4.53674298836086,winter
New York,2010-01-07,5.4918604854023725,winter
New York,2010-01-08,-3.1494346355693823,winter
New York,2010-01-09,2.051976255824077,winter
New York,2010-01-10,-8.356790718764582,winter
New York,2010-01-11,-3.4040875724334385,winter
New York,2010-01-12,1.3402157094545009,winter
New York,2010-01-13,9.28974016764804,winter
New York,2010-01-14,-10.63959020775905,winter
New York,2010-01-15,2.5306508289617695,winter
New York,2010-01-16,-5.526123337124963,winter
New York,2010-01-17,-2.131290244086359,winter
New York,2010-01-18,-5.96857143684084,winter
New York,2010-01-19,6.411159061432833,winter
New York,2010-01-20,3.7798996287929043,winter
New York,2010-01-21,-1.3161127902822662,winter
New York,2010-01-22,7.539960354767877,winter
New York,2010-01-23,11.540859158596405,winter
New York,2010-01-24,2.4049343754007655,winter
New York,2010-01-25,-2.124011052923098,winter
New York,2010-01-26,1.0037351621936301,winter
New York,2010-01-27,2.411525528106634,winter
New York,2010-01-28,3.2000564077381637,winter
New York,2010-01-29,10.058899370794027,winter
New York,2010-01-30,3.7731476011879748,winter
New York,2010-01-31,0.7142270899466898,winter
New York,2010-02-01,7.821890680174225,winter
New York,2010-02-02,-14.249916536422509,winter
New York,2010-02-03,2.085253339583935,winter
New York,2010-02-04,4.532749422485451,winter
New York,2010-02-05,7.858175337195295,winter
New York,2010-02-06,2.5415517749511203,winter
New York,2010-02-07,-0.17713036760759798,winter
New York,2010-02-08,3.7752329863030694,winter
New York,2010-02-09,-2.8983165406036653,winter
New York,2010-02-10,0.6733648263325658,winter
New York,2010-02-11,8.165650822544698,winter
New York,2010-02-12,-4.034337947304577,winter
New York,2010-02-13,1.992958284498705,winter
New York,2010-02-14,-7.420767527638537,winter
New York,2010-02-15,-5.6392368815294365,winter
New York,2010-02-16,5.264898257257054,winter
New York,2010-02-17,1.1036734546531366,winter
New York,2010-02-18,-4.797566751731716,winter
New York,2010-02-19,4.415922651116908,winter
New York,2010-02-20,6.3719415990126995,winter
New York,2010-02-21,12.190215473301613,winter
New York,2010-02-22,-7.862029453570358,winter
New York,2010-02-23,-8.827846838814365,winter
New York,2010-02-24,8.29634248727401,winter
New York,2010-02-25,8.065391389269118,winter
New York,2010-02-26,-3.53167797921695,winter
New York,2010-02-27,-10.6610976626993,winter
New York,2010-02-28,1.5467980932748961,winter
New York,2010-03-01,10.03719588073929,spring
New York,2010-03-02,17.151915093712695,spring
New York,2010-03-03,5.821538193809422,spring
New York,2010-03-04,11.715685829989376,spring
New York,2010-03-05,2.3335254259814873,spring
New York,2010-03-06,7.552681266063584,spring
New York,2010-03-07,15.06311077163426,spring
New York,2010-03-08,11.748707045926626,spring
New York,2010-03-09,3.6307111672760826,spring
New York,2010-03-10,12.639228553265404,spring
New York,2010-03-11,15.758828047626556,spring
New York,2010-03-12,6.568524796358004,spring
New York,2010-03-13,10.314410004597297,spring
New York,2010-03-14,9.924866508242824,spring
New York,2010-03-15,11.346047888919054,spring
New York,2010-03-16,16.627069237276288,spring
New York,2010-03-17,6.564053441298888,spring
New York,2010-03-18,14.653983120452041,spring
New York,2010-03-19,14.623668390171089,spring
New York,2010-03-20,9.249032597681428,spring
New York,2010-03-21,-2.403348194091068,spring
New York,2010-03-22,6.381005366010009,spring
New York,2010-03-23,5.142288838837812,spring
New York,2010-03-24,12.62085866244483,spring
New York,2010-03-25,6.406282091482773,spring
New York,2010-03-26,13.088779948608178,spring
New York,2010-03-27,11.557902366014833,spring
New York,2010-03-28,9.22011023039147,spring
New York,2010-03-29,8.95414576192813,spring
New York,2010-03-30,5.392673091020041,spring
New York,2010-03-31,1.1863842931236892,spring
New York,2010-04-01,12.621393679231003,spring
New York,2010-04-02,19.023729614409923,spring
New York,2010-04-03,5.146345156992636,spring
New York,2010-04-04,14.432329397352907,spring
New York,2010-04-05,15.811040606167193,spring
New York,2010-04-06,10.68293043128066,spring
New York,2010-04-07,3.2751289977259903,spring
New York,2010-04-08,15.950184902207088,spring
New York,2010-04-09,15.553186038559572,spring
New York,2010-04-10,2.953708280761588,spring
New York,2010-04-11,16.26550637447096,spring
New York,2010-04-12,10.496420092444353,spring
New York,2010-04-13,7.746354677048451,spring
New York,2010-04-14,22.083818262432295,spring
New York,2010-04-15,10.776617391325978,spring
New York,2010-04-16,12.977424767917064,spring
New York,2010-04-17,11.720636436873686,spring
New York,2010-04-18,13.124135415014822,spring
New York,2010-04-19,9.360874784577065,spring
New York,2010-04-20,11.674935145370192,spring
New York,2010-04-21,13.122913448316496,spring
New York,2010-04-22,13.463244965550363,spring
New York,2010-04-23,15.23868931309997,spring
New York,2010-04-24,11.28895080816422,spring
New York,2010-04-25,6.065170837774159,spring
New York,2010-04-26,17.341976839964325,spring
New York,2010-04-27,10.531916509130212,spring
New York,2010-04-28,21.552696451869107,spring
New York,2010-04-29,10.539453281837044,spring
New York,2010-04-30,17.538584118066108,spring
New York,2010-05-01,24.82126961120341,spring
New York,2010-05-02,3.600033618308136,spring
New York,2010-05-03,15.985905279789268,spring
New York,2010-05-04,6.676064475396879,spring
New York,2010-05-05,12.948028669699658,spring
New York,2010-05-06,5.852376565582687,spring
New York,2010-05-07,4.943539116415414,spring
New York,2010-05-08,16.730075726646067,spring
New York,2010-05-09,10.896325124661532,spring
New York,2010-05-10,6.308445050433987,spring
New York,2010-05-11,10.768082610717197,spring
New York,2010-05-12,11.577479454325365,spring
New York,2010-05-13,3.8255871742891143,spring
New York,2010-05-14,13.186563592005825,spring
New York,2010-05-15,16.064708967312306,spring
New York,2010-05-16,15.415165090107372,spring
New York,2010-05-17,6.1645453447841465,spring
New York,2010-05-18,13.996588064629817,spring
New York,2010-05-19,8.883546927263081,spring
New York,2010-05-20,8.911145498711003,spring
New York,2010-05-21,4.154003144716868,spring
New York,2010-05-22,11.729023806529986,spring
New York,2010-05-23,15.544662039927383,spring
New York,2010-05-24,14.181017218355288,spring
New York,2010-05-25,6.891129186947003,spring
New York,2010-05-26,11.202064154826852,spring
New York,2010-05-27,20.118410507690147,spring
New York,2010-05-28,18.00818032875636,spring
New York,2010-05-29,13.040288220422529,spring
New York,2010-05-30,18.053695327587093,spring
New York,2010-05-31,4.727244805650564,spring
New York,2010-06-01,27.0575776184741,summer
New York,2010-06-02,35.73658331274383,summer
New York,2010-06-03,30.405185566205528,summer
New York,2010-06-04,19.205295988681044,summer
New York,2010-06-05,17.632601436785663,summer
New York,2010-06-06,17.79548480908035,summer
New York,2010-06-07,24.40561477143992,summer
New York,2010-06-08,23.133843205828253,summer
New York,2010-06-09,27.414768608697162,summer
New York,2010-06-10,17.098865769179827,summer
New York,2010-06-11,18.360052605640952,summer
New York,2010-06-12,27.84363090429536,summer
